PLAYER_ID,PLAYER_NAME,SEASON,GP,MIN,PTS,AST,REB,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,TARGET_NEXT,NEXT_SEASON
203107,Tomas Satoransky,2019-20,65,28.9,9.9,5.4,3.9,1.2,0.1,2.0,0.43,0.322,0.876,-1.1,7.7,2020-21
203107,Tomas Satoransky,2020-21,58,22.5,7.7,4.7,2.4,0.7,0.2,1.7,0.514,0.356,0.848,0.0,3.6,2021-22
203109,Jae Crowder,2019-20,65,28.8,10.5,2.5,5.9,1.1,0.4,1.1,0.401,0.343,0.776,-2.0,10.1,2020-21
203109,Jae Crowder,2020-21,60,27.5,10.1,2.1,4.7,0.8,0.5,0.9,0.404,0.389,0.76,3.6,9.4,2021-22
203109,Jae Crowder,2021-22,67,28.1,9.4,1.9,5.3,1.4,0.4,0.8,0.399,0.348,0.789,5.9,6.9,2022-23
203109,Jae Crowder,2022-23,18,18.9,6.9,1.5,3.8,0.7,0.3,0.4,0.479,0.436,0.833,0.0,6.2,2023-24
203110,Draymond Green,2019-20,43,28.4,8.0,6.2,6.2,1.4,0.8,2.3,0.389,0.279,0.759,-4.5,7.0,2020-21
203110,Draymond Green,2020-21,63,31.5,7.0,8.9,7.1,1.7,0.8,3.0,0.447,0.27,0.795,3.8,7.5,2021-22
203110,Draymond Green,2021-22,46,28.9,7.5,7.0,7.3,1.3,1.1,3.0,0.525,0.296,0.659,4.2,8.5,2022-23
203110,Draymond Green,2022-23,73,31.5,8.5,6.8,7.2,1.0,0.8,2.8,0.527,0.305,0.713,4.7,8.6,2023-24
203114,Khris Middleton,2019-20,62,29.9,20.9,4.3,6.2,0.9,0.1,2.2,0.497,0.415,0.916,8.1,20.4,2020-21
203114,Khris Middleton,2020-21,68,33.4,20.4,5.4,6.0,1.1,0.1,2.6,0.476,0.414,0.898,4.3,20.1,2021-22
203114,Khris Middleton,2021-22,66,32.4,20.1,5.4,5.4,1.2,0.3,2.9,0.443,0.373,0.89,4.6,15.1,2022-23
203114,Khris Middleton,2022-23,33,24.3,15.1,4.9,4.2,0.7,0.2,2.2,0.436,0.315,0.902,4.0,15.1,2023-24
203115,Will Barton,2019-20,58,33.0,15.1,3.7,6.3,1.1,0.5,1.5,0.45,0.375,0.767,4.2,12.7,2020-21
203115,Will Barton,2020-21,56,31.0,12.7,3.2,4.0,0.9,0.4,1.7,0.426,0.381,0.785,4.1,14.7,2021-22
203115,Will Barton,2021-22,71,32.1,14.7,3.9,4.8,0.8,0.4,1.8,0.438,0.365,0.803,1.4,6.8,2022-23
203118,Mike Scott,2019-20,68,17.8,6.0,0.8,3.6,0.3,0.1,0.4,0.426,0.369,0.811,2.1,4.2,2020-21
203145,Kent Bazemore,2019-20,68,24.8,8.8,1.4,4.3,1.1,0.6,1.3,0.375,0.344,0.769,0.1,7.2,2020-21
203145,Kent Bazemore,2020-21,67,19.9,7.2,1.6,3.4,1.0,0.5,1.2,0.449,0.408,0.692,2.5,3.4,2021-22
203200,Justin Holiday,2019-20,73,25.0,8.3,1.3,3.3,1.2,0.6,0.6,0.428,0.405,0.791,0.5,10.5,2020-21
203200,Justin Holiday,2020-21,72,30.3,10.5,1.7,3.6,1.0,0.6,0.8,0.413,0.382,0.788,-0.6,10.1,2021-22
203200,Justin Holiday,2021-22,74,27.8,10.1,1.7,2.6,0.8,0.4,0.9,0.394,0.367,0.806,-2.8,4.5,2022-23
203200,Justin Holiday,2022-23,46,15.4,4.5,0.9,1.2,0.4,0.4,0.5,0.377,0.322,0.625,-2.8,4.0,2023-24
203210,JaMychal Green,2019-20,63,20.7,6.8,0.8,6.2,0.5,0.4,0.9,0.429,0.387,0.75,2.4,8.1,2020-21
203210,JaMychal Green,2020-21,58,19.3,8.1,0.9,4.8,0.4,0.4,0.9,0.463,0.399,0.807,1.7,6.4,2021-22
203210,JaMychal Green,2021-22,67,16.2,6.4,0.9,4.2,0.6,0.4,0.9,0.486,0.266,0.871,-1.3,6.4,2022-23
203382,Aron Baynes,2019-20,42,22.2,11.5,1.6,5.6,0.2,0.5,1.2,0.48,0.351,0.747,-1.1,6.1,2020-21
203457,Nerlens Noel,2019-20,61,18.5,7.4,0.9,4.9,1.0,1.5,1.1,0.684,0.333,0.755,0.4,5.1,2020-21
203457,Nerlens Noel,2020-21,64,24.2,5.1,0.7,6.4,1.1,2.2,1.0,0.614,0.0,0.714,0.0,3.4,2021-22
203457,Nerlens Noel,2021-22,25,22.5,3.4,0.9,5.6,1.2,1.2,0.8,0.533,0.0,0.7,-2.7,2.1,2022-23
203458,Alex Len,2019-20,55,17.6,8.0,0.9,5.8,0.4,0.9,1.0,0.555,0.271,0.648,-2.0,6.6,2020-21
203458,Alex Len,2020-21,64,15.3,6.6,0.8,4.1,0.3,1.0,0.9,0.615,0.32,0.629,-1.5,6.0,2021-22
203458,Alex Len,2021-22,39,15.9,6.0,1.2,4.1,0.3,0.6,1.1,0.534,0.286,0.651,-1.9,1.7,2022-23
203458,Alex Len,2022-23,26,6.2,1.7,0.5,2.3,0.2,0.4,0.6,0.533,0.0,0.688,0.7,2.5,2023-24
203463,Ben McLemore,2019-20,71,22.8,10.1,0.8,2.2,0.6,0.2,0.7,0.444,0.4,0.746,2.6,7.7,2020-21
203463,Ben McLemore,2020-21,53,17.1,7.7,0.7,1.9,0.4,0.2,0.8,0.37,0.346,0.736,-1.9,10.2,2021-22
203468,CJ McCollum,2019-20,70,36.5,22.2,4.4,4.2,0.8,0.6,1.8,0.451,0.379,0.757,0.2,23.1,2020-21
203468,CJ McCollum,2020-21,47,34.0,23.1,4.7,3.9,0.9,0.4,1.4,0.458,0.402,0.812,4.4,22.1,2021-22
203468,CJ McCollum,2021-22,62,34.6,22.1,5.1,4.3,1.1,0.4,2.0,0.46,0.388,0.682,-1.1,20.9,2022-23
203468,CJ McCollum,2022-23,75,35.3,20.9,5.7,4.4,0.9,0.5,2.4,0.437,0.389,0.769,0.8,20.0,2023-24
203469,Cody Zeller,2019-20,58,23.1,11.1,1.5,7.1,0.7,0.4,1.3,0.524,0.24,0.682,-3.8,9.4,2020-21
203469,Cody Zeller,2020-21,48,20.9,9.4,1.8,6.8,0.6,0.4,1.1,0.559,0.143,0.714,0.9,5.2,2021-22
203469,Cody Zeller,2021-22,27,13.1,5.2,0.8,4.6,0.3,0.2,0.7,0.567,0.0,0.776,-1.0,6.5,2022-23
203469,Cody Zeller,2022-23,15,14.4,6.5,0.7,4.3,0.2,0.3,0.9,0.627,0.0,0.686,-3.2,1.8,2023-24
203471,Dennis Schröder,2019-20,65,30.8,18.9,4.0,3.6,0.7,0.2,2.6,0.469,0.385,0.839,3.6,15.4,2020-21
203471,Dennis Schröder,2020-21,61,32.1,15.4,5.8,3.5,1.1,0.2,2.7,0.437,0.335,0.848,1.4,13.5,2021-22
203471,Dennis Schröder,2021-22,64,28.7,13.5,4.6,3.3,0.8,0.1,2.2,0.431,0.344,0.853,-0.5,12.6,2022-23
203471,Dennis Schröder,2022-23,66,30.1,12.6,4.5,2.5,0.8,0.2,1.7,0.415,0.329,0.857,1.9,14.0,2023-24
203473,Dewayne Dedmon,2019-20,44,17.6,5.8,0.5,5.7,0.6,0.9,1.3,0.4,0.206,0.833,-0.6,7.1,2020-21
203473,Dewayne Dedmon,2020-21,16,13.2,7.1,0.8,5.4,0.6,0.4,0.8,0.708,0.2,0.741,4.3,6.3,2021-22
203473,Dewayne Dedmon,2021-22,67,15.9,6.3,0.7,5.8,0.4,0.6,1.0,0.566,0.404,0.75,0.7,5.2,2022-23
203476,Gorgui Dieng,2019-20,63,17.4,7.4,1.2,5.6,0.8,0.9,1.0,0.456,0.355,0.772,-1.6,6.8,2020-21
203476,Gorgui Dieng,2020-21,38,14.5,6.8,1.3,3.7,0.7,0.4,0.8,0.521,0.429,0.866,-1.8,3.5,2021-22
203476,Gorgui Dieng,2021-22,44,8.4,3.5,0.8,2.8,0.3,0.3,0.5,0.473,0.426,0.731,-1.4,3.9,2022-23
203482,Kelly Olynyk,2019-20,67,19.4,8.2,1.7,4.6,0.7,0.3,1.1,0.462,0.406,0.86,0.9,13.5,2020-21
203482,Kelly Olynyk,2020-21,70,28.5,13.5,2.9,7.0,1.1,0.6,1.8,0.484,0.342,0.829,-1.4,9.1,2021-22
203482,Kelly Olynyk,2021-22,40,19.1,9.1,2.8,4.4,0.8,0.5,1.5,0.448,0.336,0.775,-1.8,12.5,2022-23
203482,Kelly Olynyk,2022-23,68,28.6,12.5,3.7,6.2,0.9,0.5,2.5,0.499,0.394,0.853,0.2,9.8,2023-24
203484,Kentavious Caldwell-Pope,2019-20,69,25.5,9.3,1.6,2.1,0.8,0.2,0.9,0.467,0.385,0.775,2.2,9.7,2020-21
203484,Kentavious Caldwell-Pope,2020-21,67,28.4,9.7,1.9,2.7,0.9,0.4,1.0,0.431,0.41,0.866,2.1,13.2,2021-22
203484,Kentavious Caldwell-Pope,2021-22,77,30.2,13.2,1.9,3.4,1.1,0.3,1.3,0.435,0.39,0.89,-3.0,10.8,2022-23
203484,Kentavious Caldwell-Pope,2022-23,76,31.3,10.8,2.4,2.7,1.5,0.5,1.1,0.462,0.423,0.824,6.5,10.1,2023-24
203486,Mason Plumlee,2019-20,61,17.3,7.2,2.5,5.2,0.5,0.6,1.3,0.615,0.0,0.535,-0.9,10.4,2020-21
203486,Mason Plumlee,2020-21,56,26.8,10.4,3.6,9.3,0.8,0.9,1.9,0.614,0.0,0.669,-2.7,6.5,2021-22
203486,Mason Plumlee,2021-22,73,24.6,6.5,3.1,7.7,0.8,0.7,1.4,0.641,0.0,0.392,0.1,10.8,2022-23
203486,Mason Plumlee,2022-23,79,26.0,10.8,3.1,8.9,0.6,0.6,1.5,0.68,0.0,0.636,-3.4,5.3,2023-24
203487,Michael Carter-Williams,2019-20,45,18.5,7.2,2.4,3.3,1.1,0.5,1.2,0.427,0.293,0.832,0.5,8.8,2020-21
203488,Mike Muscala,2019-20,47,12.2,4.8,0.9,2.3,0.2,0.3,0.4,0.407,0.378,0.818,-0.4,9.7,2020-21
203488,Mike Muscala,2020-21,35,18.4,9.7,0.8,3.8,0.2,0.3,0.6,0.446,0.37,0.917,0.5,8.0,2021-22
203488,Mike Muscala,2021-22,43,13.8,8.0,0.5,3.0,0.4,0.6,0.3,0.456,0.429,0.842,0.5,6.1,2022-23
203488,Mike Muscala,2022-23,63,15.0,6.1,0.8,3.2,0.2,0.4,0.4,0.449,0.391,0.769,3.2,3.0,2023-24
203490,Otto Porter Jr.,2020-21,28,21.7,9.7,2.0,5.4,0.6,0.1,0.9,0.432,0.375,0.857,-1.5,8.2,2021-22
203490,Otto Porter Jr.,2021-22,63,22.2,8.2,1.5,5.7,1.1,0.5,0.6,0.464,0.37,0.803,3.7,2.6,2023-24
203493,Reggie Bullock Jr.,2019-20,29,23.6,8.1,1.4,2.3,0.9,0.1,0.7,0.402,0.333,0.81,-2.7,10.9,2020-21
203493,Reggie Bullock Jr.,2020-21,65,30.0,10.9,1.5,3.4,0.8,0.2,0.7,0.442,0.41,0.909,1.6,8.6,2021-22
203493,Reggie Bullock Jr.,2021-22,68,28.0,8.6,1.2,3.5,0.6,0.2,0.6,0.401,0.36,0.833,4.0,7.2,2022-23
203493,Reggie Bullock Jr.,2022-23,78,30.3,7.2,1.4,3.6,0.7,0.2,0.5,0.409,0.38,0.703,-1.1,2.2,2023-24
203496,Robert Covington,2019-20,70,30.5,12.4,1.3,6.6,1.6,1.3,1.5,0.422,0.335,0.798,0.5,8.5,2020-21
203496,Robert Covington,2020-21,70,32.0,8.5,1.7,6.7,1.4,1.2,0.9,0.401,0.379,0.806,2.9,8.5,2021-22
203496,Robert Covington,2021-22,71,27.3,8.5,1.3,5.5,1.5,1.3,1.1,0.42,0.378,0.841,0.5,6.0,2022-23
203496,Robert Covington,2022-23,48,16.2,6.0,1.2,3.5,0.8,0.7,0.7,0.445,0.397,0.75,-0.1,4.4,2023-24
203497,Rudy Gobert,2019-20,68,34.3,15.1,1.5,13.5,0.8,2.0,1.9,0.693,0.0,0.63,4.3,14.3,2020-21
203497,Rudy Gobert,2020-21,71,30.8,14.3,1.3,13.5,0.6,2.7,1.7,0.675,0.0,0.623,10.3,15.6,2021-22
203497,Rudy Gobert,2021-22,66,32.1,15.6,1.1,14.7,0.7,2.1,1.8,0.713,0.0,0.69,6.3,13.4,2022-23
203497,Rudy Gobert,2022-23,70,30.7,13.4,1.2,11.6,0.8,1.4,1.7,0.659,0.0,0.644,-0.1,14.0,2023-24
203500,Steven Adams,2019-20,63,26.7,10.9,2.3,9.3,0.8,1.1,1.5,0.592,0.333,0.582,2.4,7.6,2020-21
203500,Steven Adams,2020-21,58,27.7,7.6,1.9,8.9,0.9,0.7,1.3,0.614,0.0,0.444,0.3,6.9,2021-22
203500,Steven Adams,2021-22,76,26.3,6.9,3.4,10.0,0.9,0.8,1.5,0.547,0.0,0.543,4.6,8.6,2022-23
203501,Tim Hardaway Jr.,2019-20,71,29.5,15.8,1.9,3.3,0.6,0.1,1.0,0.434,0.398,0.819,4.1,16.6,2020-21
203501,Tim Hardaway Jr.,2020-21,70,28.4,16.6,1.8,3.3,0.4,0.2,0.9,0.447,0.391,0.816,1.0,14.2,2021-22
203501,Tim Hardaway Jr.,2021-22,42,29.6,14.2,2.2,3.7,0.9,0.1,0.8,0.394,0.336,0.757,0.9,14.4,2022-23
203501,Tim Hardaway Jr.,2022-23,71,30.3,14.4,1.8,3.5,0.7,0.2,0.8,0.401,0.385,0.77,2.3,14.4,2023-24
203503,Tony Snell,2019-20,59,27.8,8.0,2.2,1.9,0.5,0.3,0.5,0.445,0.402,1.0,-2.9,5.3,2020-21
203503,Tony Snell,2020-21,47,21.1,5.3,1.3,2.4,0.3,0.2,0.4,0.515,0.569,1.0,1.4,3.5,2021-22
203504,Trey Burke,2019-20,33,15.8,7.4,2.5,1.5,0.5,0.1,0.6,0.45,0.427,0.793,0.8,6.6,2020-21
203504,Trey Burke,2020-21,62,14.7,6.6,1.3,0.9,0.6,0.1,0.5,0.428,0.354,0.895,0.2,5.1,2021-22
203506,Victor Oladipo,2019-20,19,27.8,14.5,2.9,3.9,0.9,0.2,2.5,0.394,0.317,0.814,-0.3,19.8,2020-21
203506,Victor Oladipo,2020-21,33,32.7,19.8,4.6,4.8,1.4,0.4,2.5,0.408,0.326,0.754,-2.2,10.7,2022-23
203507,Giannis Antetokounmpo,2019-20,63,30.4,29.5,5.6,13.6,1.0,1.0,3.7,0.553,0.304,0.633,10.8,28.1,2020-21
203507,Giannis Antetokounmpo,2020-21,61,33.0,28.1,5.9,11.0,1.2,1.2,3.4,0.569,0.303,0.685,6.7,29.9,2021-22
203507,Giannis Antetokounmpo,2021-22,67,32.9,29.9,5.8,11.6,1.1,1.4,3.3,0.553,0.293,0.722,5.9,31.1,2022-23
203507,Giannis Antetokounmpo,2022-23,63,32.1,31.1,5.7,11.8,0.8,0.8,3.9,0.553,0.275,0.645,5.4,30.4,2023-24
203516,James Ennis III,2019-20,69,18.3,6.6,0.9,3.6,0.5,0.3,0.8,0.446,0.325,0.806,0.0,8.4,2020-21
203521,Matthew Dellavedova,2019-20,57,14.4,3.1,3.2,1.3,0.4,0.0,1.0,0.354,0.231,0.865,-0.2,1.5,2022-23
203524,Solomon Hill,2019-20,59,18.4,5.5,1.8,2.8,0.7,0.2,0.9,0.396,0.368,0.741,-1.3,4.5,2020-21
203526,Raul Neto,2019-20,54,12.4,5.1,1.8,1.1,0.4,0.1,0.9,0.455,0.386,0.83,0.7,8.7,2020-21
203526,Raul Neto,2020-21,64,21.9,8.7,2.3,2.4,1.1,0.1,0.8,0.468,0.39,0.882,-0.3,7.5,2021-22
203526,Raul Neto,2021-22,70,19.6,7.5,3.1,1.9,0.8,0.0,1.1,0.463,0.292,0.769,-1.2,3.3,2022-23
203552,Seth Curry,2019-20,64,24.6,12.4,1.9,2.3,0.6,0.1,1.0,0.495,0.452,0.825,2.5,12.5,2020-21
203552,Seth Curry,2020-21,57,28.7,12.5,2.7,2.4,0.8,0.1,1.1,0.467,0.45,0.896,5.6,15.0,2021-22
203552,Seth Curry,2021-22,64,33.3,15.0,3.6,3.1,0.8,0.2,1.7,0.487,0.422,0.872,3.0,9.2,2022-23
203552,Seth Curry,2022-23,61,19.8,9.2,1.6,1.6,0.6,0.1,0.8,0.463,0.405,0.927,-1.1,5.1,2023-24
203585,Rodney McGruder,2019-20,56,15.6,3.3,0.6,2.7,0.5,0.1,0.4,0.398,0.27,0.559,-0.1,5.7,2020-21
203585,Rodney McGruder,2020-21,16,12.1,5.7,1.0,1.4,0.5,0.1,0.4,0.529,0.458,0.75,-1.1,5.4,2021-22
203585,Rodney McGruder,2021-22,51,14.8,5.4,0.9,2.2,0.4,0.1,0.5,0.436,0.397,0.731,-1.1,5.7,2022-23
203648,Thanasis Antetokounmpo,2019-20,20,6.4,2.8,0.8,1.2,0.4,0.1,0.6,0.5,0.0,0.412,-0.8,2.9,2020-21
203648,Thanasis Antetokounmpo,2020-21,57,9.7,2.9,0.8,2.2,0.4,0.2,0.8,0.489,0.241,0.51,-0.2,3.6,2021-22
203648,Thanasis Antetokounmpo,2021-22,48,9.9,3.6,0.5,2.1,0.3,0.3,0.5,0.547,0.143,0.63,-2.4,1.4,2022-23
203648,Thanasis Antetokounmpo,2022-23,37,5.6,1.4,0.4,1.2,0.1,0.1,0.3,0.435,0.0,0.5,-3.1,0.9,2023-24
203897,Zach LaVine,2019-20,60,34.8,25.5,4.2,4.8,1.5,0.5,3.4,0.45,0.38,0.802,-3.2,27.4,2020-21
203897,Zach LaVine,2020-21,58,35.1,27.4,4.9,5.0,0.8,0.5,3.5,0.507,0.419,0.849,-0.2,24.4,2021-22
203897,Zach LaVine,2021-22,67,34.7,24.4,4.5,4.6,0.6,0.3,2.6,0.476,0.389,0.853,-0.4,24.8,2022-23
203897,Zach LaVine,2022-23,77,35.9,24.8,4.2,4.5,0.9,0.2,2.5,0.485,0.375,0.848,0.2,19.5,2023-24
203901,Elfrid Payton,2019-20,45,27.7,10.0,7.2,4.7,1.6,0.4,2.1,0.439,0.203,0.57,-1.9,10.1,2020-21
203901,Elfrid Payton,2020-21,63,23.6,10.1,3.2,3.4,0.7,0.1,1.6,0.432,0.286,0.682,-1.6,3.0,2021-22
203903,Jordan Clarkson,2019-20,71,24.0,15.2,1.9,2.6,0.6,0.2,1.4,0.454,0.368,0.836,-0.1,18.4,2020-21
203903,Jordan Clarkson,2020-21,68,26.7,18.4,2.5,4.0,0.9,0.1,1.7,0.425,0.347,0.896,4.4,16.0,2021-22
203903,Jordan Clarkson,2021-22,79,27.1,16.0,2.5,3.5,0.8,0.2,1.6,0.419,0.318,0.828,4.8,20.8,2022-23
203903,Jordan Clarkson,2022-23,61,32.6,20.8,4.4,4.0,0.5,0.2,3.0,0.444,0.338,0.816,0.6,17.1,2023-24
203914,Gary Harris,2019-20,56,31.8,10.4,2.1,2.9,1.4,0.3,1.1,0.42,0.333,0.815,2.2,9.9,2020-21
203914,Gary Harris,2020-21,39,27.7,9.9,2.0,2.0,0.7,0.3,0.9,0.4,0.34,0.821,-2.1,11.1,2021-22
203914,Gary Harris,2021-22,61,28.4,11.1,1.8,2.0,1.0,0.1,1.0,0.434,0.384,0.874,-3.4,8.3,2022-23
203914,Gary Harris,2022-23,48,24.7,8.3,1.2,2.0,0.9,0.3,0.6,0.45,0.431,0.9,-1.8,6.9,2023-24
203915,Spencer Dinwiddie,2019-20,64,31.2,20.6,6.8,3.5,0.6,0.3,2.7,0.415,0.308,0.778,0.8,13.7,2021-22
203915,Spencer Dinwiddie,2021-22,67,29.6,13.7,5.2,4.2,0.7,0.2,1.6,0.416,0.339,0.774,-0.7,17.3,2022-23
203915,Spencer Dinwiddie,2022-23,79,34.5,17.3,6.5,3.4,0.8,0.3,1.8,0.438,0.369,0.812,-0.1,10.5,2023-24
203918,Rodney Hood,2019-20,21,29.5,11.0,1.5,3.4,0.8,0.2,0.9,0.506,0.493,0.778,0.2,4.5,2020-21
203918,Rodney Hood,2020-21,55,17.1,4.5,1.0,1.9,0.4,0.1,0.7,0.362,0.301,0.857,-2.4,3.1,2021-22
203920,Khem Birch,2019-20,48,19.2,4.4,1.0,4.6,0.4,0.5,0.6,0.51,0.0,0.653,-2.7,7.2,2020-21
203920,Khem Birch,2020-21,67,22.8,7.2,1.3,5.8,0.7,0.7,0.7,0.497,0.25,0.705,-1.9,4.5,2021-22
203920,Khem Birch,2021-22,55,18.0,4.5,1.0,4.3,0.5,0.5,0.5,0.485,0.0,0.746,0.4,2.2,2022-23
203922,Glenn Robinson III,2019-20,62,28.8,11.7,1.5,4.4,0.9,0.3,0.9,0.486,0.391,0.86,-4.8,5.3,2020-21
203924,Jerami Grant,2019-20,71,26.6,12.0,1.2,3.5,0.7,0.8,0.9,0.478,0.389,0.75,-1.2,22.3,2020-21
203924,Jerami Grant,2020-21,54,33.9,22.3,2.8,4.6,0.6,1.1,2.0,0.429,0.35,0.845,-2.2,19.2,2021-22
203924,Jerami Grant,2021-22,47,31.9,19.2,2.4,4.1,0.9,1.0,1.8,0.426,0.358,0.838,-4.7,20.5,2022-23
203924,Jerami Grant,2022-23,63,35.6,20.5,2.4,4.5,0.8,0.8,1.8,0.475,0.401,0.813,-0.6,21.0,2023-24
203925,Joe Harris,2019-20,69,30.8,14.5,2.1,4.3,0.6,0.2,1.5,0.486,0.424,0.719,1.2,14.1,2020-21
203925,Joe Harris,2020-21,69,31.0,14.1,1.9,3.6,0.7,0.2,0.9,0.505,0.475,0.778,5.1,7.6,2022-23
203925,Joe Harris,2022-23,74,20.6,7.6,1.4,2.2,0.5,0.2,0.6,0.457,0.426,0.643,-0.3,2.4,2023-24
203926,Doug McDermott,2019-20,69,19.9,10.3,1.1,2.5,0.2,0.1,0.6,0.488,0.435,0.828,1.5,13.6,2020-21
203926,Doug McDermott,2020-21,66,24.5,13.6,1.3,3.3,0.3,0.1,0.8,0.532,0.388,0.816,-0.7,11.3,2021-22
203926,Doug McDermott,2021-22,51,24.0,11.3,1.3,2.3,0.3,0.1,0.8,0.462,0.422,0.784,-0.7,10.2,2022-23
203926,Doug McDermott,2022-23,64,20.5,10.2,1.4,2.2,0.2,0.1,0.9,0.457,0.413,0.757,-3.7,5.5,2023-24
203932,Aaron Gordon,2019-20,62,32.5,14.4,3.7,7.7,0.8,0.6,1.6,0.437,0.308,0.674,-1.1,12.4,2020-21
203932,Aaron Gordon,2020-21,50,27.7,12.4,3.2,5.7,0.7,0.7,1.9,0.463,0.335,0.651,1.2,15.0,2021-22
203932,Aaron Gordon,2021-22,75,31.7,15.0,2.5,5.9,0.6,0.6,1.8,0.52,0.335,0.743,4.3,16.3,2022-23
203932,Aaron Gordon,2022-23,68,30.2,16.3,3.0,6.6,0.8,0.8,1.4,0.564,0.347,0.608,7.6,13.9,2023-24
203933,T.J. Warren,2019-20,67,32.9,19.8,1.5,4.2,1.2,0.5,1.3,0.536,0.403,0.819,1.9,7.5,2022-23
203935,Marcus Smart,2019-20,60,32.0,12.9,4.9,3.8,1.7,0.5,1.7,0.375,0.347,0.836,4.7,13.1,2020-21
203935,Marcus Smart,2020-21,48,32.9,13.1,5.7,3.5,1.5,0.5,2.0,0.398,0.33,0.79,1.9,12.1,2021-22
203935,Marcus Smart,2021-22,71,32.3,12.1,5.9,3.8,1.7,0.3,2.2,0.418,0.331,0.793,6.2,11.5,2022-23
203935,Marcus Smart,2022-23,61,32.1,11.5,6.3,3.1,1.5,0.4,2.3,0.415,0.336,0.746,3.9,14.5,2023-24
203937,Kyle Anderson,2019-20,67,19.8,5.8,2.4,4.3,0.8,0.6,1.0,0.474,0.282,0.667,-1.4,12.4,2020-21
203937,Kyle Anderson,2020-21,69,27.4,12.4,3.6,5.7,1.2,0.8,1.2,0.468,0.36,0.783,0.7,7.6,2021-22
203937,Kyle Anderson,2021-22,69,21.5,7.6,2.7,5.3,1.1,0.7,1.0,0.446,0.33,0.638,0.9,9.4,2022-23
203937,Kyle Anderson,2022-23,69,28.4,9.4,4.9,5.3,1.1,0.9,1.5,0.509,0.41,0.735,1.3,6.4,2023-24
203939,Dwight Powell,2019-20,40,26.5,9.4,1.5,5.7,0.9,0.6,0.9,0.638,0.256,0.667,4.9,5.9,2020-21
203939,Dwight Powell,2020-21,58,16.6,5.9,1.1,4.0,0.6,0.5,0.7,0.619,0.238,0.782,1.3,8.7,2021-22
203939,Dwight Powell,2021-22,82,21.9,8.7,1.2,4.9,0.5,0.5,0.8,0.671,0.351,0.783,0.9,6.7,2022-23
203939,Dwight Powell,2022-23,76,19.2,6.7,0.9,4.1,0.6,0.3,0.9,0.732,0.0,0.667,2.2,3.3,2023-24
203943,Noah Vonleh,2019-20,36,10.5,3.7,0.8,3.4,0.3,0.2,0.6,0.565,0.2,0.781,-1.5,1.1,2022-23
203944,Julius Randle,2019-20,64,32.5,19.5,3.1,9.7,0.8,0.3,3.0,0.46,0.277,0.733,-3.8,24.1,2020-21
203944,Julius Randle,2020-21,71,37.6,24.1,6.0,10.2,0.9,0.3,3.4,0.456,0.411,0.811,2.2,20.1,2021-22
203944,Julius Randle,2021-22,72,35.3,20.1,5.1,9.9,0.7,0.5,3.4,0.411,0.308,0.756,-2.3,25.1,2022-23
203944,Julius Randle,2022-23,77,35.5,25.1,4.1,10.0,0.6,0.3,2.8,0.459,0.343,0.757,2.2,24.0,2023-24
203952,Andrew Wiggins,2019-20,54,34.4,21.8,3.7,5.1,0.8,1.0,2.4,0.447,0.332,0.709,-3.7,18.6,2020-21
203952,Andrew Wiggins,2020-21,71,33.3,18.6,2.4,4.9,0.9,1.0,1.8,0.477,0.38,0.714,0.0,17.2,2021-22
203952,Andrew Wiggins,2021-22,73,31.9,17.2,2.2,4.5,1.0,0.7,1.5,0.466,0.393,0.634,3.6,17.1,2022-23
203952,Andrew Wiggins,2022-23,37,32.2,17.1,2.3,5.0,1.2,0.8,1.3,0.473,0.396,0.611,3.2,13.2,2023-24
203954,Joel Embiid,2019-20,51,29.5,23.0,3.0,11.6,0.9,1.3,3.1,0.477,0.331,0.807,3.2,28.5,2020-21
203954,Joel Embiid,2020-21,51,31.1,28.5,2.8,10.6,1.0,1.4,3.1,0.513,0.377,0.859,7.9,30.6,2021-22
203954,Joel Embiid,2021-22,68,33.8,30.6,4.2,11.7,1.1,1.5,3.1,0.499,0.371,0.814,5.4,33.1,2022-23
203954,Joel Embiid,2022-23,66,34.6,33.1,4.2,10.2,1.0,1.7,3.4,0.548,0.33,0.857,6.4,34.7,2023-24
203957,Danté Exum,2019-20,35,13.9,4.5,1.1,1.9,0.4,0.2,0.9,0.471,0.349,0.744,-3.1,7.8,2023-24
203960,JaKarr Sampson,2019-20,34,13.8,4.6,0.6,2.6,0.5,0.4,0.4,0.591,0.154,0.667,0.6,4.6,2020-21
203967,Dario Šarić,2019-20,66,24.7,10.7,1.9,6.2,0.6,0.2,1.3,0.476,0.357,0.844,-1.0,8.7,2020-21
203967,Dario Šarić,2020-21,50,17.4,8.7,1.3,3.8,0.6,0.1,1.1,0.447,0.348,0.848,4.4,6.4,2022-23
203967,Dario Šarić,2022-23,57,14.1,6.4,1.3,3.6,0.4,0.1,1.0,0.458,0.391,0.829,0.6,8.0,2023-24
203991,Clint Capela,2019-20,39,32.8,13.9,1.2,13.8,0.8,1.8,1.6,0.629,0.0,0.529,1.5,15.2,2020-21
203991,Clint Capela,2020-21,63,30.1,15.2,0.8,14.3,0.7,2.0,1.2,0.594,0.0,0.573,4.0,11.1,2021-22
203991,Clint Capela,2021-22,74,27.6,11.1,1.2,11.9,0.7,1.3,0.6,0.613,0.0,0.473,1.7,12.0,2022-23
